l,mu,nu,Real,Imag,Magnitud
18,1,31,0.03445864321544342,0.0027041479019440794,0.034564584593552015
18,1,32,-0.028280133328615644,-0.021404106661921378,0.03546691025560564
18,1,33,-0.00413760691481883,0.014692260090368824,0.015263757648252973
18,1,34,-0.034458643215443854,0.0027041479019441635,0.03456458459355245
18,1,35,-0.004137606914819582,-0.014692260090368885,0.015263757648253235
18,1,36,0.20160571213436373,-0.009794188372688523,0.20184347720717566
19,0,0,0.002914041139159524,0.012894207709068064,0.013219388344598414
19,0,1,-0.019409674130870653,0.0013669020211137207,0.019457745784183588
19,0,2,0.022844862811696173,0.017537705635398467,0.02880032770367563
19,0,3,-0.04092249501829662,-0.013607070213159583,0.04312543284777982
19,0,4,-0.00978584230243769,0.0016935259923757007,0.009931301015226107
19,0,5,0.09318467099297867,0.010047340055729792,0.09372476700565946
19,0,6,-0.006707243323434523,-0.007156418051343545,0.009808232884946847
19,0,7,-0.05279488425940701,-0.010338820779527183,0.05379768600112244
19,0,8,0.005140830730276765,-0.005128247553745192,0.007261340342516076
19,0,9,0.100582713455937,0.018662986910386193,0.10229950794884782
19,0,10,-0.03583470955499768,0.002586970836300837,0.035927967198255355
19,0,11,-0.0814050192316999,-0.009233548604152922,0.08192701371305246
19,0,12,0.02896509507767442,0.0015074795582710031,0.029004296707166057
