lambda_A,Sigma_z,Sigma_x,Sigma_y
4.857715430861724,0.0,0.0,0.0
4.867735470941883,0.0,0.0,0.0
4.877755511022044,0.0,0.0,0.0
4.887775551102204,0.0,0.0,0.0
4.897795591182365,0.0,0.0,0.0
4.907815631262524,0.0,0.0,0.0
4.917835671342685,0.0,0.0,0.0
4.927855711422845,0.0,0.0,0.0
4.937875751503006,0.0,0.0,0.0
4.947895791583166,0.0,0.0,0.0
4.9579158316633265,0.0,0.0,0.0
4.967935871743487,0.0,0.0,0.0
4.977955911823647,0.0,0.0,0.0
4.987975951903808,0.0,0.0,0.0
4.997995991983968,0.0,0.0,0.0
5.008016032064128,0.0,0.0,0.0
5.018036072144288,0.0,0.0,0.0
5.028056112224449,0.0,0.0,0.0
5.038076152304609,0.0,0.0,0.0
5.04809619238477,0.0,0.0,0.0
5.05811623246493,0.0,0.0,0.0
5.06813627254509,0.0,0.0,0.0
5.07815631262525,0.0,0.0,0.0
5.0881763527054105,0.0,0.0,0.0
5.098196392785571,0.0,0.0,0.0
5.108216432865731,0.0,0.0,0.0
5.118236472945892,0.0,0.0,0.0
5.128256513026052,0.0,0.0,0.0
5.138276553106213,0.0,0.0,0.0
5.148296593186372,0.0,0.0,0.0
5.158316633266533,0.0,0.0,0.0
5.168336673346693,0.0,0.0,0.0
5.1783567134268536,0.0,0.0,0.0
5.188376753507014,0.0,0.0,0.0
5.198396793587174,0.0,0.0,0.0
5.208416833667335,0.0,0.0,0.0
5.218436873747494,0.0,0.0,0.0
5.228456913827655,0.0,0.0,0.0
5.238476953907815,0.0,0.0,0.0
5.248496993987976,0.0,0.0,0.0
5.258517034068136,0.0,0.0,0.0
5.268537074148297,0.0,0.0,0.0
5.278557114228457,0.0,0.0,0.0
5.288577154308617,0.0,0.0,0.0
5.298597194388777,0.0,0.0,0.0
5.3086172344689375,0.0,0.0,0.0
5.318637274549098,0.0,0.0,0.0
5.328657314629258,0.0,0.0,0.0
5.338677354709419,0.0,0.0,0.0
5.348697394789579,0.0,0.0,0.0
5.35871743486974,0.0,0.0,0.0
5.368737474949899,0.0,0.0,0.0
5.37875751503006,0.0,0.0,0.0
5.38877755511022,0.0,0.0,0.0
5.398797595190381,0.0,0.0,0.0
5.408817635270541,0.0,0.0,0.0
5.4188376753507015,0.0,0.0,0.0
5.428857715430862,0.0,0.0,0.0
5.4388777555110215,0.0,0.0,0.0
