l,mu,nu,Real,Imag,Magnitud
19,0,14,-0.007368642166301087,-0.0017781062721198592,0.00758014177241708
19,0,15,0.001988456749004954,0.0018520735326184369,0.0027173767889067365
19,0,16,0.005135183807090096,-0.005447710606521707,0.0074864987534233535
19,0,17,-0.0024013039173480855,-0.0030812057690455296,0.003906416451771459
19,0,18,1.4764733350206053e-14,-0.0059506010125156845,0.0059506010125156845
19,0,19,0.0024013039173237374,-0.0030812057690529308,0.003906416451762329
19,0,20,0.005135183807093654,0.005447710606581799,0.007486498753469522
19,0,21,-0.001988456748933717,0.0018520735326111235,0.002717376788849624
19,0,22,0.007583499085581435,0.007093775930083299,0.01038417619877685
19,0,23,-0.005620574720056147,0.012476311955421319,0.01368390368983658
19,0,24,-0.008064919026992861,-0.02199521523108262,0.023427172513421256
19,0,25,0.015905176543843724,-0.002860953761331122,0.01616043617342401
19,0,26,0.006973510482188973,-0.020136854473849344,0.02131015618305473
19,0,27,0.007980584402186346,-0.0023363141336527845,0.008315533123710453
19,0,28,0.004600791392466157,-0.004947882887151509,0.006756391529652306
19,0,29,-0.017945901297847754,-0.00817873148188262,0.01972173983310883
19,0,30,-0.010374474941305297,-0.00703004514740516,0.01253200961866557
19,0,31,-0.001421996927718231,-0.020028494149653905,0.020078910656834967
19,0,32,0.01849094186804704,0.002385225393815084,0.018644147375162946
19,0,33,-0.002291723831728397,0.009070849503018128,0.009355870287007836
19,0,34,-0.0070752001653211875,-0.008038587671327167,0.010708751053646456
19,0,35,-0.0075834990855825546,0.007093775930081964,0.010384176198776756
19,0,36,-0.0071497632804507745,0.006087213814926341,0.009390063205064825
19,0,37,-0.0038979431616590187,0.018121618427049655,0.018536100326312165
19,0,38,-0.0038979431616564357,-0.01812161842704059,0.01853610032630276
20,0,0,0.0007040281727805746,0.0001494055595987417,0.000719706668933787
20,0,1,0.009487630361146662,-0.004959068502427197,0.010705488792274618
20,0,2,0.02625655365522145,0.0060910850406470166,0.02695381098883638
20,0,3,0.011317427641175598,-0.014315632626517607,0.01824887683970334
20,0,4,0.011722017642373113,-0.011161520099106316,0.016185957757601517
20,0,5,0.0014745637722922533,-0.017658503754967685,0.017719963125886144
20,0,6,0.010645073635353657,-0.008627873218739535,0.01370247382704103
20,0,7,-0.002642629837765388,-0.005957879505565055,0.006517654536892856
20,0,8,-0.00518898547860379,-0.010015158964509495,0.011279582411665597
20,0,9,-0.013245630022102713,-0.012096947802295605,0.01793830707770087
20,0,10,-0.010362619479447869,0.0044717317689845085,0.011286286700663674
20,0,11,-0.01371735233827267,-0.0026539150473744205,0.013971722164822597
20,0,12,-0.007742945593592543,-0.0072426879540988046,0.010602345743550439
20,0,13,0.003688557636919739,-0.008663589121820657,0.009416115648854795
20,0,14,-0.0056024553702761146,-0.005311090863564322,0.007719792247008471
20,0,15,-0.0007920433097785935,-0.017579028192413942,0.017596862356518257
20,0,16,0.022561132175445982,-2.251061584345986e-15,0.022561132175445982
20,0,17,0.0007920433097734679,-0.017579028192340692,0.017596862356444847
20,0,18,-0.005602455370259645,0.005311090863560122,0.007719792246993629
20,0,19,0.003688557636903384,0.008663589121813767,0.009416115648842049
20,0,20,0.007742945593588868,-0.007242687954046065,0.010602345743511727
20,0,21,-0.013717352338554862,0.0026539150473908033,0.013971722165102764
20,0,22,0.01036261947944994,0.004471731769018712,0.011286286700679129
20,0,23,0.013245630022107324,-0.01209694780229678,0.01793830707770507
20,0,24,-0.0051889854785975185,0.010015158964512052,0.011279582411664983
20,0,25,0.002642629837763676,-0.005957879505558984,0.006517654536886612
20,0,26,0.010645073635357305,0.008627873218736074,0.013702473827041683
20,0,27,-0.0014745637722942025,-0.017658503754965537,0.017719963125884166
20,0,28,-0.01131742764117336,-0.014315632626519997,0.018248876839703825
20,0,29,0.02625655365522021,-0.006091085040649533,0.02695381098883574
20,0,30,0.009487630361144623,0.004959068502428956,0.010705488792273626
20,0,31,0.0007040281727800076,-0.00014940555959801327,0.0007197066689330812
20,0,32,-0.004162034421393429,-0.007895664835691327,0.008925472184844692
20,0,33,-0.004505127099286722,-0.002855085294251024,0.00533363686598329
20,0,34,-0.005325295313380751,0.004666139536562899,0.00708036922408644
20,0,35,0.004162034421402276,-0.007895664835601996,0.008925472184769793
20,0,36,0.004505127099286297,-0.0028550852942445903,0.005333636865979487
20,0,37,-0.005325295313392897,-0.004666139536567001,0.0070803692240982785
20,0,38,-0.003636852958647592,0.008738478278648144,0.009465078027635545
20,0,39,0.003636852958648929,0.008738478278649143,0.009465078027636981
20,0,40,0.011722017642375258,0.011161520099104554,0.016185957757601857
20,1,0,-0.018359524446635453,-0.0022166290329432583,0.018492852191489873
20,1,1,-0.007035502491767756,0.0008815819612107754,0.007090520577926739
20,1,2,0.02402814484162979,0.01439964496707082,0.028012524336589666
20,1,3,0.007823104640678091,-0.00911778377391345,0.012013948025808938
20,1,4,-0.006839226007297109,-0.006996519254194902,0.009783981503110538
20,1,5,0.0010007773419533428,0.0020581394802098286,0.002288557058096997
20,1,6,0.010766131408173703,0.00022069281952468938,0.010768393140048986
20,1,7,0.0020382682180599566,0.004067130532002383,0.004549295340280657
20,1,8,0.005651019514523443,0.0014536330415783675,0.005834986767173782
20,1,9,-0.001075217791805262,-0.00030040808465409016,0.0011163952333918855
20,1,10,-0.003588211331504183,0.0032224962576174695,0.004822835544562309
20,1,11,0.0010708192700314726,-0.0031092921576891565,0.003288518151225264
20,1,12,-0.003926062257075238,-0.0015712599160617319,0.004228808646682069
20,1,13,-0.022912750028370184,0.00678445990944046,0.023896087757735215
20,1,14,-0.0027364368936545896,0.0006289721181677136,0.0028077914449592513
20,1,15,0.0026920460529367596,-0.014652652260539759,0.014897896838796854
20,1,16,-0.011392355616844181,-1.9898033095079542e-15,0.011392355616844181
20,1,17,-0.002692046052941524,-0.01465265226048213,0.014897896838741034
20,1,18,-0.002736436893678104,-0.0006289721181736565,0.0028077914449834993
20,1,19,-0.02291275002835817,-0.0067844599094440084,0.023896087757724702
20,1,20,0.0039260622570694015,-0.001571259916082064,0.004228808646684205
20,1,21,0.0010708192698283103,0.0031092921576969046,0.003288518151166435
20,1,22,0.0035882113315190223,0.003222496257712251,0.00482283554463668
20,1,23,0.0010752177918056571,-0.00030040808465162745,0.0011163952333916034
20,1,24,0.0056510195145218975,-0.0014536330415793753,0.005834986767172536
20,1,25,-0.0020382682180594427,0.004067130532003295,0.004549295340281242
20,1,26,0.010766131408172896,-0.0002206928195279878,0.010768393140048247
20,1,27,-0.0010007773419544795,0.00205813948021012,0.002288557058097756
20,1,28,-0.007823104640676192,-0.009117783773916744,0.012013948025810201
20,1,29,0.024028144841630548,-0.014399644967073365,0.028012524336591623
20,1,30,-0.007035502491768609,-0.000881581961208062,0.007090520577927248
20,1,31,-0.018359524446636438,0.0022166290329437253,0.018492852191490907
20,1,32,0.004355158222480205,0.006178387467272875,0.007559092196725178
20,1,33,-0.0039668147802288355,0.006567794878985718,0.007672779748765956
20,1,34,-0.0023831459957961722,0.0035874081981828914,0.004306841350417862
20,1,35,-0.004355158222476646,0.0061783874673523795,0.007559092196788109
20,1,36,0.0039668147802282006,0.006567794878989648,0.0076727797487689915
20,1,37,-0.0023831459958070142,-0.0035874081981842653,0.0043068413504250055
20,1,38,-0.0021929806441587734,-0.0019368273778051892,0.002925827130414706
20,1,39,0.00219298064415986,-0.0019368273778039007,0.002925827130414668
20,1,40,-0.006839226007294513,0.006996519254193006,0.009783981503107367
