lambda_A,B_0_0,B_4_0,B_6_0
3.074148296593186,83.84558164801969,2.8433512503303757,-3.440791786382443
3.0841683366733466,84.39305379267215,2.9323006145378607,-3.516457010870864
3.094188376753507,84.9423074932786,3.023119867677274,-3.5904490582381787
3.1042084168336674,85.49334274983904,3.115837354416186,-3.662632534283734
3.1142284569138274,86.0461595623534,3.2104817212346184,-3.7328680064555178
3.124248496993988,86.60075793082171,3.3070819184640166,-3.8010119301942975
3.1342685370741483,87.15713785524396,3.4056672023327237,-3.8669165744141067
3.1442885771543083,87.7152993356202,3.5062671370181167,-3.9304299461131587
3.1543086172344688,88.27524237195041,3.60891159670532,-3.99139571410903
3.164328657314629,88.83696696423456,3.7136307676524845,-4.049653131892036
3.1743486973947896,89.40047311247272,3.820455150262692,-4.105036959590672
3.1843687374749496,89.96576081666477,3.9294155611624273,-4.157377385043038
3.19438877755511,90.53283007681082,4.040543135286679,-4.206499943968025
3.2044088176352705,91.10168089291085,4.153869327970569,-4.252225439230126
3.214428857715431,91.67231326496481,4.269425917047628,-4.29436985919166
3.224448897795591,92.24472719297273,4.387245004954649,-4.3327442951462265
3.2344689378757514,92.81892267693466,4.507359020843155,-4.367154857827144
3.244488977955912,93.3948997168505,4.6298007226973725,-4.397402592984571
3.254509018036072,93.97265831272031,4.754603199458901,-4.4232833960251385
3.2645290581162323,94.55219846454408,4.881799873157949,-4.444587925707719
3.2745490981963927,95.13352017232182,5.011424501051094,-4.4611015168890615
3.284569138276553,95.71662343605352,5.143511177765732,-4.472604092312917
3.294589178356713,96.3015082557392,5.278094337451032,-4.478870073436412
3.3046092184368736,96.8881746313788,5.415208755935588,-4.479668290287149
3.314629258517034,97.47662256297245,5.5548895528915185,-4.474761890344791
3.3246492985971945,98.06685205052,5.697172194005272,-4.463908246440603
3.3346693386773545,98.65886309402147,5.842092493155034,-4.4468588636686155
3.344689378757515,99.25265569347695,5.989686614594612,-4.42335928530192
3.3547094188376754,99.84822984888639,6.139991075144021,-4.393148997707613
3.3647294589178354,100.44558556024981,6.293042746386635,-4.355961334253937
3.374749498997996,101.04472282756717,6.448878856872875,-4.311523378203109
3.3847695390781563,101.64564165083846,6.6075369943305935,-4.259555864583284
3.3947895791583167,102.24834203006377,6.769055107881927,-4.199773081033153
3.4048096192384767,102.85282396524299,6.933471510266836,-4.13188276761257
3.414829659318637,103.45908745637621,7.10082488007324,-4.055586015572607
3.4248496993987976,104.06713250346337,7.271154263973634,-3.970577165078552
3.434869739478958,104.67695910650457,7.444499078968437,-3.876543701879072
3.444889779559118,105.28856726549962,7.620899114635828,-3.7731661529149783
3.4549098196392785,105.90195698044867,7.8003945353882616,-3.6601179808609454
3.464929859719439,106.51712825135172,7.983025882735458,-3.537065477593503
3.474949899799599,107.13408107820868,8.168834077554125,-3.403667656578503
3.4849699398797593,107.75281546101961,8.357860422364173,-3.25957614417147
3.49498997995992,108.37333139978452,8.55014660361154,-3.104435069824076
3.50501002004008,108.9956288945034,8.745734693957669,-2.937880955189829
3.51503006012024,109.61970794517616,8.944667154575432,-2.7595426021224916
3.5250501002004007,110.24556855180299,9.146986837451877,-2.5690409795600475
3.535070140280561,110.87321071438373,9.352736987697321,-2.3659891092877805
3.5450901803607215,111.50263443291844,9.561961245861188,-2.1499919505733613
3.5551102204408815,112.13383970740712,9.774703650254416,-1.9206462836672031
3.565130260521042,112.76682653784974,9.99100863927843,-1.6775405921611406
3.5751503006012024,113.40159492424635,10.210921053760696,-1.4202549441986687
3.5851703406813624,114.03814486659692,10.434486139296853,-1.1483608725296999
3.595190380761523,114.67647636490145,10.661749548599621,-0.8614212534027926
3.6052104208416833,115.31658941915994,10.892757343853953,-0.5589901842883858
3.6152304609218437,71.14758136202865,-0.2848587490365979,-4.63801399987874
3.6252505010020037,71.54251583177837,-0.4295718816030608,-4.5884951681679285
